"id","氏名","読み","所属","所属略称","所属読み","所属読み対象","区分","守備位置","投げ腕","打席","身長(cm)","体重(kg)","Tier","人数算入除外"
"fiction-2026-180","小倉 慎弥","おぐら しんや","東南福祉大","東南福祉大","とうなんふくしだい","東南福祉大","大学生","内野手","右","左","174","79","","false"
"fiction-2026-181","矢島 大成","やじま たいせい","北洋教育大岩見原校","北洋教育大岩見原校","ほくようきょういくだいいわみはらこう","北洋教育大岩見原校","大学生","投手","右","右","181","86","","false"
"fiction-2026-182","上坂 知也","うえさか ともや","新潟ハーベスト","新潟ハーベスト","にいがたはーべすと","新潟ハーベスト","その他","投手","右","右","182","90","","true"
"fiction-2026-183","氏崎 善","うじさき ぜん","神奈山ブルーウェーブス","神奈山ブルーウェーブス","かなやまぶるーうぇーぶす","神奈山ブルーウェーブス","その他","投手","右","右","171","78","","true"
"fiction-2026-184","黒野 大知","くろの だいち","徳浜ブルーストッキングス","徳浜ブルーストッキングス","とくはまぶるーすとっきんぐす","徳浜ブルーストッキングス","その他","投手","右","右","189","90","","true"
"fiction-2026-185","小瀬 路彦","こせ みちひこ","富川サンダーズ","富川サンダーズ","とみかわさんだーず","富川サンダーズ","その他","投手","右","右","186","81","","true"
"fiction-2026-186","田嶺 涼吾","たみね りょうご","徳浜ブルーストッキングス","徳浜ブルーストッキングス","とくはまぶるーすとっきんぐす","徳浜ブルーストッキングス","その他","投手","左","左","190","105","","true"
"fiction-2026-187","野浦 慶志朗","のうら けいしろう","静岡ウインドランナーズ","静岡ウインドランナーズ","しずおかういんどらんなーず","静岡ウインドランナーズ","その他","投手","右","右","180","78","","true"
"fiction-2026-188","柳 平次朗","やなぎ へいじろう","米ウィチナ州立大","米ウィチナ州立大","べいうぃちなしゅうりつだい","米ウィチナ州立大","その他","投手","左","左","181","92","","false"
"fiction-2026-189","福杜 聖利","ふくもり きよとし","神奈山ブルーウェーブス","神奈山ブルーウェーブス","かなやまぶるーうぇーぶす","神奈山ブルーウェーブス","その他","投手","左","右","180","82","","true"
"fiction-2026-190","松坂 翔","まつさか しょう","神奈山ブルーウェーブス","神奈山ブルーウェーブス","かなやまぶるーうぇーぶす","神奈山ブルーウェーブス","その他","投手","右","左","182","84","","true"
"fiction-2026-191","山崎 空斗","やまざき くうと","愛岳シトラスコルセアーズ","愛岳シトラスコルセアーズ","あいがくしとらすこるせあーず","愛岳シトラスコルセアーズ","その他","投手","右","右","184","92","","true"
"fiction-2026-192","渡野 都人","わたの みやと","高陽バトルハウンズ","高陽バトルハウンズ","こうようばとるはうんず","高陽バトルハウンズ","その他","投手","左","左","176","77","","true"
"fiction-2026-193","関瀬 勇作","せきせ ゆうさく","徳浜ブルーストッキングス","徳浜ブルーストッキングス","とくはまぶるーすとっきんぐす","徳浜ブルーストッキングス","その他","捕手","右","右","177","89","","true"
"fiction-2026-194","茶嶺 遼吾","ちゃみね りょうご","石山ミリオンアローズ","石山ミリオンアローズ","いしやまみりおんあろーず","石山ミリオンアローズ","その他","捕手","右","右","181","90","","true"
"fiction-2026-195","市浦 航平","いちうら こうへい","埼郷ヒートファイターズ","埼郷ヒートファイターズ","さいごうひーとふぁいたーず","埼郷ヒートファイターズ","その他","内野手","右","左","179","79","","true"
"fiction-2026-196","日下野 由則","くさかの よしのり","信州グランドホープス","信州グランドホープス","しんしゅうぐらんどほーぷす","信州グランドホープス","その他","内野手","右","左","173","70","","true"
"fiction-2026-197","嶋杜 智恵","しまもり ともえ","徳浜ブルーストッキングス","徳浜ブルーストッキングス","とくはまぶるーすとっきんぐす","徳浜ブルーストッキングス","その他","内野手","右","右","181","84","","true"
"fiction-2026-198","島坂 大志","しまさか たいし","高陽バトルハウンズ","高陽バトルハウンズ","こうようばとるはうんず","高陽バトルハウンズ","その他","内野手","右","左","183","87","","true"
"fiction-2026-199","寺崎 広太","てらさき こうた","徳浜ブルーストッキングス","徳浜ブルーストッキングス","とくはまぶるーすとっきんぐす","徳浜ブルーストッキングス","その他","内野手","右","左","185","95","","true"
"fiction-2026-200","浅野 玲央","あさの れお","新潟ハーベスト","新潟ハーベスト","にいがたはーべすと","新潟ハーベスト","その他","外野手","右","左","186","95","","true"
"fiction-2026-201","上瀬 雄太","うえせ ゆうた","愛岳シトラスコルセアーズ","愛岳シトラスコルセアーズ","あいがくしとらすこるせあーず","愛岳シトラスコルセアーズ","その他","外野手","右","左","170","67","","true"
"fiction-2026-202","海野 望","うみの のぞむ","高陽バトルハウンズ","高陽バトルハウンズ","こうようばとるはうんず","高陽バトルハウンズ","その他","外野手","右","左","173","75","","true"
"fiction-2026-203","漆浦 幻也","うるしうら げんや","新潟ハーベスト","新潟ハーベスト","にいがたはーべすと","新潟ハーベスト","その他","外野手","右","左","171","70","","true"
"fiction-2026-204","遠倉 桃太朗","とおくら ももたろう","栃岳ゴールドウォリアーズ","栃岳ゴールドウォリアーズ","とちたけごーるどうぉりあーず","栃岳ゴールドウォリアーズ","その他","内野手","右","左","170","67","G-","true"
"fiction-2026-205","笹杜 翔","ささもり しょう","JST東都","JST東都","じぇいえすてぃーとうと","JST東都","社会人","外野手","右","左","183","88","","false"
"fiction-2026-206","山坂 倫彦","やまさか ともひこ","群岳クリスタルウイングス","群岳クリスタルウイングス","ぐんがくくりすたるういんぐす","群岳クリスタルウイングス","その他","外野手","右","右","181","82","","true"
"fiction-2026-207","池崎 健太朗","いけざき けんたろう","クルマ自動車","クルマ自動車","くるまじどうしゃ","クルマ自動車","社会人","投手","左","左","181","82","","false"
"fiction-2026-208","遠野 慎吾","とおの しんご","日元新薬","日元新薬","にちげんしんやく","日元新薬","社会人","投手","右","右","178","84","","false"
"fiction-2026-209","大瀬 善","おおせ ぜん","西原ガス","西原ガス","にしはらがす","西原ガス","社会人","投手","右","右","184","73","","false"
"fiction-2026-210","尾嶺 完也","おみね かんや","アソビリンク","アソビリンク","あそびりんく","アソビリンク","社会人","投手","左","左","175","73","","false"
"fiction-2026-211","柿浦 晟吾","かきうら せいご","ミライテック","ミライテック","みらいてっく","ミライテック","社会人","投手","右","右","183","80","F","false"
"fiction-2026-212","加倉 優吾","かくら ゆうご","日元製鉄 東渚RAYS","日元製鉄 東渚RAYS","にちげんせいてつとうしょれいず","日元製鉄 東渚RAYS","社会人","投手","右","右","176","83","","false"
"fiction-2026-213","川杜 嗣輝","かわもり つぐてる","ハヤテ鈴峰","ハヤテ鈴峰","はやてすずみね","ハヤテ鈴峰","社会人","投手","右","左","188","85","","false"
"fiction-2026-214","北坂 洸也","きたさか こうや","北洋ガス","北洋ガス","ほくようがす","北洋ガス","社会人","投手","右","右","175","86","","false"
"fiction-2026-215","児崎 悠希","こさき ゆうき","東都レール","東都レール","とうとれーる","東都レール","社会人","投手","左","左","180","76","","false"
"fiction-2026-216","後野 凌樹","うしろの りょうき","クルマ自動車","クルマ自動車","くるまじどうしゃ","クルマ自動車","社会人","投手","右","右","183","82","","false"
"fiction-2026-217","谷瀬 弘希","たにせ ひろき","日元生命","日元生命","にちげんせいめい","日元生命","社会人","投手","右","左","184","86","","false"
"fiction-2026-218","寺嶺 大志","てらみね たいし","NEX東都","NEX東都","ねくすとうと","NEX東都","社会人","投手","右","右","179","76","","false"
"fiction-2026-219","東浦 健信","ひがしうら たけのぶ","東葉電機","東葉電機","とうようでんき","東葉電機","社会人","投手","左","左","175","73","","false"
"fiction-2026-220","中倉 大我","なかくら たいが","西都レール","西都レール","さいとれーる","西都レール","社会人","投手","右","右","177","74","","false"
"fiction-2026-221","西杜 王真","にしもり おうま","東葉電機","東葉電機","とうようでんき","東葉電機","社会人","投手","左","左","178","76","","false"
"fiction-2026-222","野坂 太晴","のさか たいせい","三杉重工East","三杉重工East","みすぎじゅうこういーすと","三杉重工East","社会人","投手","右","右","182","81","","false"
"fiction-2026-223","ハッブル 大希","はっぶる だいき","エネリオ","エネリオ","えねりお","エネリオ","社会人","投手","右","右","188","87","","false"
"fiction-2026-224","林野 夢太","はやしの ゆめた","西原ガス","西原ガス","にしはらがす","西原ガス","社会人","投手","右","右","170","78","","false"
"fiction-2026-225","古瀬 龍之丞","ふるせ りゅうのじょう","東都レール","東都レール","とうとれーる","東都レール","社会人","投手","右","右","174","77","","false"
"fiction-2026-226","本嶺 悠志","もとみね ゆうし","大浜ガス","大浜ガス","おおはまがす","大浜ガス","社会人","投手","左","左","175","77","","false"
"fiction-2026-227","松浦 賢太","まつうら けんた","ライフコネクト","ライフコネクト","らいふこねくと","ライフコネクト","社会人","投手","左","左","177","74","","false"
"fiction-2026-228","森倉 侑太","もりくら ゆうた","東都レール","東都レール","とうとれーる","東都レール","社会人","投手","右","右","186","85","","false"
"fiction-2026-229","吉杜 翔平","よしもり しょうへい","東葉電機","東葉電機","とうようでんき","東葉電機","社会人","投手","左","左","175","78","","false"
"fiction-2026-230","若坂 晟吾","わかさか せいご","エネリオ","エネリオ","えねりお","エネリオ","社会人","投手","左","右","172","70","","false"
"fiction-2026-231","有崎 翔","ありさき しょう","エネリオ","エネリオ","えねりお","エネリオ","社会人","捕手","右","右","181","88","","false"
"fiction-2026-232","樫野 佳帆","かしの よしほ","アソビリンク","アソビリンク","あそびりんく","アソビリンク","社会人","投手","右","右","166","71","F","false"
"fiction-2026-233","下瀬 翔司","しもせ しょうじ","日元製鉄瀬戸浜","日元製鉄瀬戸浜","にちげんせいてつせとはま","日元製鉄瀬戸浜","社会人","投手","右","右","175","90","F","false"
"fiction-2026-234","平嶺 銀太朗","ひらみね ぎんたろう","群岳クリスタルウイングス","群岳クリスタルウイングス","ぐんがくくりすたるういんぐす","群岳クリスタルウイングス","その他","投手","左","左","180","85","F","true"
"fiction-2026-235","鎌浦 州也","かまうら しゅうや","徳浜ブルーストッキングス","徳浜ブルーストッキングス","とくはまぶるーすとっきんぐす","徳浜ブルーストッキングス","その他","投手","右","左","185","89","F","true"
"fiction-2026-236","三倉 遼太","みくら りょうた","茨原コスモスターズ","茨原コスモスターズ","いばらはらこすもすたーず","茨原コスモスターズ","その他","投手","右","左","175","82","G","true"
"fiction-2026-237","伊原 海也","いはら かいや","新潟ハーベスト","新潟ハーベスト","にいがたはーべすと","新潟ハーベスト","その他","投手","左","左","176","79","G","true"
"fiction-2026-238","窪坂 寛斗","くぼさか ひろと","愛岳シトラスコルセアーズ","愛岳シトラスコルセアーズ","あいがくしとらすこるせあーず","愛岳シトラスコルセアーズ","その他","投手","右","右","180","86","G","true"
"fiction-2026-239","渡崎 都人","わたさき みやと","高陽バトルハウンズ","高陽バトルハウンズ","こうようばとるはうんず","高陽バトルハウンズ","その他","投手","左","左","176","77","G","true"
"fiction-2026-240","銀 韓平","ぎん かんぺい","茨原コスモスターズ","茨原コスモスターズ","いばらはらこすもすたーず","茨原コスモスターズ","その他","投手","左","左","178","83","G-","true"
"fiction-2026-241","廣瀬 新太朗","ひろせ しんたろう","静岡ウインドランナーズ","静岡ウインドランナーズ","しずおかういんどらんなーず","静岡ウインドランナーズ","その他","外野手","右","左","177","75","G-","true"
"fiction-2026-242","上嶺 裕輝","うえみね ゆうき","新潟ハーベスト","新潟ハーベスト","にいがたはーべすと","新潟ハーベスト","その他","外野手","右","左","182","87","F","true"
"fiction-us-2026-001","佐々野 麟次朗","ささの りんじろう","米スタンポード大","米スタンポード大","べいすたんぽーどだい","米スタンポード大","その他","内野手","右","左","185","122","C","false"
"fiction-us-2026-002","森瀬 翔真","もりせ しょうま","米パシフィックヒル大","米パシフィックヒル大","べいぱしふぃっくひるだい","米パシフィックヒル大","その他","内野手","右","左","183","86","F","false"
"fiction-us-2026-003","倉田 航","くらた わたる","米レイクサイド大","米レイクサイド大","べいれいくさいどだい","米レイクサイド大","その他","外野手","右","右","181","79","","false"
"fiction-2026-243","進坂 翔哉","しんさか しょうや","東南高","東南高","とうなんこう","東南高","高校生","外野手","右","右","175","73","","false"
"fiction-2026-244","八坂 皇輝","やさか こうき","東陽国際大昌晴高","東陽国際大昌晴高","とうようこくさいだいしょうせいこう","東陽国際大昌晴高","高校生","投手","右","右","180","75","","false"
"fiction-2026-245","水倉 煌太郎","みずくら こうたろう","常総峰院高","常総峰院高","じょうそうほういんこう","常総峰院高","高校生","内野手","右","右","177","73","","false"
"fiction-2026-246","髙浦 将太","たかうら しょうた","創岳高","創岳高","そうがくこう","創岳高","高校生","投手","右","右","188","90","","false"
"fiction-2026-247","竹瀬 一斗","たけせ いっと","宇野鴻峰高","宇野鴻峰高","うのこうほうこう","宇野鴻峰高","高校生","内野手","右","左","188","76","","false"
"fiction-2026-248","藤坂 悠輝","ふじさか ゆうき","新峰高","新峰高","しんぽうこう","新峰高","高校生","投手","右","右","197","105","G","false"
